Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Information & Communication Technology (ICT) Executive,Information & Communication Technology ICT Executive,N/A,FUJIFILM Business Innovation Vietnam,3 năm kinh nghiệm,"19th Floor, The Hallmark Building, 15 Tran Bach Dang, Thu Thiem Ward, Thu Duc City, Ho Chi Minh.",Thương lượng,"IT Security, MS SQL, Computer Network, Windows System Administration, Team Work",https://www.vietnamworks.com/information-and-communication-technology-ict-executive-1847038-jv?source=searchResults&searchType=2&placement=1847538&sortBy=latest
IT Security Engineer Cybersecurity & Networks,IT Security Engineer Cybersecurity & Networks,N/A,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,Không yêu cầu năm kinh nghiệm,"Lầu 3, 180-192 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1, TP.HCM","$ 600-2,000 /tháng","Network Security, System Security Management, Application Security Assessment, CEH, CISSP",https://www.vietnamworks.com/it-security-engineer-cybersecurity-and-networks-1844593-jv?source=searchResults&searchType=2&placement=1844593&sortBy=latest
Fortran Developer (ASAP),Fortran Developer ASAP,N/A,Hitachi Digital Services,Không yêu cầu năm kinh nghiệm,"Floor 3rd, 4th Helios Building - Floor 9th QTSC9 Building, Quang Trung Software City, Tan Chanh Hiep Ward, District 12","$ 1,500-3,500 /tháng","Công nghệ thông tin, Fortran, IT Phần Mềm, Software Programming, Coding Experience",https://www.vietnamworks.com/fortran-developer-asap--1847928-jv?source=searchResults&searchType=2&placement=1848428&sortBy=latest
C# Software Engineer,C# Software Engineer,N/A,Navigos Search's Client,3 năm kinh nghiệm,Hanoi / HCMC,"$ 1,500-2,000 /tháng","C#, WPF, Revit, OOP, English",https://www.vietnamworks.com/c-sharp-software-engineer-4-1855792-jv?source=searchResults&searchType=2&placement=1855792&sortBy=latest
"IT Helpdesk - IT Department, Head Office","IT Helpdesk - IT Department, Head Office",N/A,Public Bank Vietnam Ltd,Không yêu cầu năm kinh nghiệm,"tầng 1,2,10,11 tòa nhà Tungshing Square, 2 Ngô Quyền, Hà Nội","$ 550-1,000 /tháng","Helpdesk, IT Helpdesk, Microsoft Windows, Digital Banking, Technical Support",https://www.vietnamworks.com/it-helpdesk-it-department-head-office--1847927-jv?source=searchResults&searchType=2&placement=1848427&sortBy=latest
IT Helpdesk,IT Helpdesk,N/A,Chi Nhánh Olam Global Agri Việt Nam Tại Đồng Tháp,1 năm kinh nghiệm,"Lô III-6, Khu C mở rộng, Khu công nghiệp Sa Đéc, Xã Tân Khánh Đông, Thành phố Sa Đéc, Tỉnh Đồng Tháp",$ 330-400 /tháng,"Công Nghệ Thông Tin, IT System Administration, IT Operations, IT Helpdesk, IT",https://www.vietnamworks.com/it-helpdesk--1851875-jv?source=searchResults&searchType=2&placement=1852075&sortBy=latest
Data Analyst & Reporting Executive,Data Analyst & Reporting Executive,N/A,Shinhan Vietnam Finance Company Limited,1 năm kinh nghiệm,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"Data analysis, Reporting, Excel VBA, SQL, Ms Power Bi, Power Query",https://www.vietnamworks.com/data-analyst-reporting-executive-1841137-jv?source=searchResults&searchType=2&placement=1841387&sortBy=latest
Senior Software Engineer (Generative AI),Senior Software Engineer Generative AI,Senior,Navigos Group,5 năm kinh nghiệm,"HCM Office: 20th Floor, E Town Central - 11 Doan Van Bo, Ward 13, District 4; Hanoi office: 8th Floor, V Building, 125-127 Ba Trieu St, Hai Ba Trung District","$ 1,200-2,500 /tháng","Collaborative Design, Machine Learning, Python Programming, Generative Ai Proficiency, Technical Expertise In Data-Driven Systems",https://www.vietnamworks.com/senior-software-engineer-generative-ai-1848588-jv?source=searchResults&searchType=2&placement=1848988&sortBy=latest
Process RD & Optimization Specialist (AI),Process RD & Optimization Specialist AI,N/A,"Vietnam Intersnack Cashew Co., Ltd",2 năm kinh nghiệm,"76 Le Lai, Ben Thanh Ward, Dist 1, Ho Chi Minh City",Thương lượng,"Data Analysis, Data Modeling, Microsoft Power Platform, MS SQL, Python (Tensorflow, Pytorch, Or Scikit-Learn)",https://www.vietnamworks.com/process-rd-optimization-specialist-ai-1854302-jv?source=searchResults&searchType=2&placement=1854352&sortBy=latest
Moderation Quality Analyst,Moderation Quality Analyst,N/A,Gear Inc.,1 năm kinh nghiệm,"Skylight Building, Building CT2, Ground Floor, First Floor, 125D Minh Khai, Hai Ba Trung, Hanoi",Thương lượng,"Analytical Skills, English Communication, Content Moderation, Content Moderation, Content Moderation, Content Moderation, QA, QA/ QC",https://www.vietnamworks.com/moderation-quality-analyst-1849911-jv?source=searchResults&searchType=2&placement=1850211&sortBy=latest
Quản Trị Viên Quản Lý Microsoft 365 (Microsoft 365 Administrator),Quản Trị Viên Quản Lý Microsoft 365 Microsoft 365 Administrator,N/A,Hệ Thống Giáo Dục Archimedes School,1 năm kinh nghiệm,"19 Nguyễn Vĩnh Bảo, Cầu Giấy, Hà Nội",Thương lượng,"IT, AI, CompTIA, Hệ Thống Mạng, CCNA, AI, IT",https://www.vietnamworks.com/quan-tri-vien-quan-ly-microsoft-365-microsoft-365-administrator-1854755-jv?source=searchResults&searchType=2&placement=1854805&sortBy=latest
Senior Software Engineer/ Digital Transformation Specialist (Kỹ Sư Phần Mềm Cao Cấp/chuyên Gia Chuyển Đổi Số),Senior Software Engineer/ Digital Transformation Specialist Kỹ Sư Phần Mềm Cao Cấp/chuyên Gia Chuyển Đổi Số,Senior,Công Ty TNHH Một Thành Viên Đầu Tư Và Thương Mại The Garden,6 năm kinh nghiệm,"Tầng 2 - Trung tâm thương mại The Garden, đường Mễ Trì, Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",Thương lượng,"Software Development, Project Management, Database Development, Ecommerce Background, Effective Communication",https://www.vietnamworks.com/senior-software-engineer-digital-transformation-specialist-ky-su-phan-mem-cao-cap-chuyen-gia-chuyen-doi-so-1854411-jv?source=searchResults&searchType=2&placement=1854461&sortBy=latest
WordPress Developer,WordPress Developer,N/A,AMERICAN DREAM HOME GROUP LLC,3 năm kinh nghiệm,"854 SU VAN HANH ST, WARD 10, HO CHI MINH CITY","$ 1,000-2,000 /tháng","HTML5, Wordpress Development, CSS, NextJs, Performance Enhancement",https://www.vietnamworks.com/wordpress-developer-1846510-jv?source=searchResults&searchType=2&placement=1847010&sortBy=latest
Automotive Test Engineer (Manual),Automotive Test Engineer Manual,N/A,LG Electronics Development Vietnam Company Limited,1 năm kinh nghiệm,"Tầng 17-21 Lotte Mall Tây Hồ, Võ Chí Công, Tây Hồ Hà Nội","$ 600-1,500 /tháng","Software Programming, Software Testing, Automation Test Script, Automotive Engineering, Automotive",https://www.vietnamworks.com/automotive-test-engineer-manual--1855796-jv?source=searchResults&searchType=2&placement=1855796&sortBy=latest
Senior Global Service Desk,Senior Global Service Desk,Senior,SPS Vietnam S Ltd.,2 năm kinh nghiệm,"Floor 8, Saigon ICT Tower, Quang Trung Software City","$ 700-1,200 /tháng","Microsoft Office 365, Azure Administration, ITIL, Network Systems, Service Desk",https://www.vietnamworks.com/senior-global-service-desk-1844024-jv?source=searchResults&searchType=2&placement=1844074&sortBy=latest
Nhân Viên Công Nghệ Thông Tin,Nhân Viên Công Nghệ Thông Tin,N/A,Công Ty Cổ Phần Dược Phẩm Vĩnh Phúc,2 năm kinh nghiệm,"Số 777 - Đường Mê Linh, Phường Khai Quang, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc",Thương lượng,"Giải Quyết Vấn Đề, Giao Tiếp, Hệ Thống SAP, Sử Dụng Excel",https://www.vietnamworks.com/nhan-vien-cong-nghe-thong-tin-1851286-jv?source=searchResults&searchType=2&placement=1851536&sortBy=latest
CVCC Phân Tích Kinh Doanh (Quản Trị Dữ Liệu Thu Hồi Nợ) – Rcc,CVCC Phân Tích Kinh Doanh Quản Trị Dữ Liệu Thu Hồi Nợ – Rcc,N/A,VPBank - Https://tuyendung.vpbank.com.vn/,3 năm kinh nghiệm,"Khối Quản Trị Nguồn Nhân Lực - 89 Láng Hạ, Quận Đống Đa, Hà Nội",Thương lượng,"Databases, SQL, Phân Tích Kinh Doanh, Quản Lý Cở Sở Dữ Liệu, Quản Lý Thu Hồi Nợ",https://www.vietnamworks.com/cvcc-phan-tich-kinh-doanh-quan-tri-du-lieu-thu-hoi-no-rcc-1843109-jv?source=searchResults&searchType=2&placement=1843209&sortBy=latest
Nhân Viên IT (Staff/ Senior Staff) - Lương Thưởng Hấp Dẫn,Nhân Viên IT Staff/ Senior Staff - Lương Thưởng Hấp Dẫn,Senior,Hanwha Vision Viet Nam Company Limited (Tên Cũ Là Hanwhatechwin Security Vietnam),2 năm kinh nghiệm,"Plot O-2, Que Vo Industrial Zone (expansion area), Nam Son commune, Bac Ninh city, Bac Ninh province",$ 400-550 /tháng,"IT Phần Mềm, IT, Server System Management, Cấu Hình Tường Lửa",https://www.vietnamworks.com/nhan-vien-it-staff-senior-staff-luong-thuong-hap-dan-1855544-jv?source=searchResults&searchType=2&placement=1855544&sortBy=latest
"IOS Developer (Junior, HCM)","IOS Developer Junior, HCM",Junior,FPT Telecom,1 năm kinh nghiệm,"Tòa FPT Tower, Số 10 Phạm Văn Bạch, Yên Hòa, Cầu Giấy, Hà Nội",Thương lượng,"iOS Development, Material Design, Objective C, Swift, Swift, Web Service",https://www.vietnamworks.com/ios-developer-junior-hcm-1836258-jv?source=searchResults&searchType=2&placement=1836658&sortBy=latest
IT Security Manager,IT Security Manager,N/A,Chi Nhánh Công Ty TNHH KPMG,Không yêu cầu năm kinh nghiệm,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",Thương lượng,"IT Security, IT Risk Management, IT Administration",https://www.vietnamworks.com/it-security-manager--1852035-jv?source=searchResults&searchType=2&placement=1852235&sortBy=latest
Giám Đốc Kỹ Thuật (CTO),Giám Đốc Kỹ Thuật CTO,N/A,Công Ty TNHH Sorimachi Việt Nam,5 năm kinh nghiệm,"Tầng 9, Cao ốc Tuổi trẻ, 60A Hoàng Văn Thụ, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"AI, Big Data, IoT, Quản Lý Dự Án, AI, Technical Support",https://www.vietnamworks.com/giam-djoc-ky-thuat-cto-1854638-jv?source=searchResults&searchType=2&placement=1854688&sortBy=latest
Giám Đốc Vận Hành,Giám Đốc Vận Hành,N/A,CÔNG TY TNHH MOVE SYNC,5 năm kinh nghiệm,"Đường số 6, khu Z756, Quận 10",Từ 100tr ₫/tháng,"Quản Lý Vận Hành, Marketing Development, Lãnh Đạo, Phân Tích Chiến Lược, Social Media",https://www.vietnamworks.com/giam-djoc-van-hanh-1852739-jv?source=searchResults&searchType=2&placement=1852889&sortBy=latest
Kỹ sư Thiết Kế Điện/ Điện tử & Phát triển hệ sinh thái số,Kỹ sư Thiết Kế Điện/ Điện tử & Phát triển hệ sinh thái số,N/A,Công Ty Điện Lạnh Hòa Phát,2 năm kinh nghiệm,"39 Nguyễn Đình Chiểu, Q. Hai Bà Trưng, Hà Nội",20tr-25tr ₫/tháng,"Ai, Cloud, IoT, Phát Triển Sản Phẩm, Thiết Kế Kỹ Thuật",https://www.vietnamworks.com/ky-su-thiet-ke-djien-djien-tu-and-phat-trien-he-sinh-thai-so-1854949-jv?source=searchResults&searchType=2&placement=1854949&sortBy=latest
Head of IT Security and Governance Department,Head of IT Security and Governance Department,N/A,Shinhan Vietnam Finance Company Limited,10 năm kinh nghiệm,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"IT Risk Management, IT Security, IT Governance, System Security Management, ISO",https://www.vietnamworks.com/head-of-it-security-and-governance-department--1853146-jv?source=searchResults&searchType=2&placement=1853296&sortBy=latest
CRM Team Leader,CRM Team Leader,N/A,Vietnam Australia International School (Vas),2 năm kinh nghiệm,"594 Ba Thang Hai Street, District 10, Ho Chi Minh City",Thương lượng,"Data analysis, Engineering Application Softwares, CRM Systems, SQL Database, Salesforce CRM",https://www.vietnamworks.com/crm-team-leader--1849618-jv?source=searchResults&searchType=2&placement=1849968&sortBy=latest
Senior Quality Inspector,Senior Quality Inspector,Senior,PetSafe Brands,3 năm kinh nghiệm,United State,"$ 800-1,200 /tháng","Chinese Speaking, English Reading, Inspection Gauges/Tools, QC Report, Quality Inspection",https://www.vietnamworks.com/senior-quality-inspector-1853731-jv?source=searchResults&searchType=2&placement=1853831&sortBy=latest
[Fresher - HCM] Lập Trình Viên IOS,Fresher - HCM Lập Trình Viên IOS,Fresher,Công Ty CP Giải Pháp Thanh Toán Việt Nam (VNPAY),1 năm kinh nghiệm,"Tầng 8, số 22, Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Thương lượng,"Giao Tiếp Chủ Động, Git Source Control, Lập Trình iOS, Swift, Swift",https://www.vietnamworks.com/fresher-hcm-lap-trinh-vien-ios-1846961-jv?source=searchResults&searchType=2&placement=1847511&sortBy=latest
Embedded Test Lead (Joining Bonus),Embedded Test Lead Joining Bonus,N/A,Bosch Global Software Technologies Company Limited,5 năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Analytical skills, English communication, Embedded Test Lead, Automation system test, SW process test",https://www.vietnamworks.com/embedded-test-lead-joining-bonus-1854730-jv?source=searchResults&searchType=2&placement=1854780&sortBy=latest
Kỹ Sư Hệ Thống (System Engineer),Kỹ Sư Hệ Thống System Engineer,N/A,Công Ty TNHH Canon Việt Nam,Không yêu cầu năm kinh nghiệm,"Lô A1, KCN Thăng Long, Kim Chung, Đông Anh, Hà Nội","$ 500-1,000 /tháng","Domain Server, Linux, VMware, Zabbix, Ansible",https://www.vietnamworks.com/ky-su-he-thong-system-engineer--1848175-jv?source=searchResults&searchType=2&placement=1848625&sortBy=latest
SAP Senior Consultant - SAP Controlling (CO) & Project System (PS),SAP Senior Consultant - SAP Controlling CO & Project System PS,Senior,Deloitte Consulting SEA,Không yêu cầu năm kinh nghiệm,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",Thương lượng,"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations",https://www.vietnamworks.com/sap-senior-consultant-sap-controlling-co-project-system-ps-1852499-jv?source=searchResults&searchType=2&placement=1852649&sortBy=latest
IT Service Delivery Manager,IT Service Delivery Manager,N/A,Bosch Global Software Technologies Company Limited,10 năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Customer Engagement, English Communication, IT Project Management, Leadership Skills, Team Management",https://www.vietnamworks.com/it-service-delivery-manager-1848992-jv?source=searchResults&searchType=2&placement=1849392&sortBy=latest
IT Business Analyst (Global),IT Business Analyst Global,N/A,Wilmar CLV,1 năm kinh nghiệm,"Royal Tower A, 235 Nguyen Van Cu, District 1, HCMC",$ 15tr-25tr /tháng,"business analyst, Database Technology, English, IT Knowledge, Product Management",https://www.vietnamworks.com/it-business-analyst-global-1849254-jv?source=searchResults&searchType=2&placement=1849604&sortBy=latest
Planning Manager (Budget Management & Financial Controller)​/ Quản Lý Kế Hoạch (Mảng Ngân Sách & Kiểm Soát Tài Chính),Planning Manager Budget Management & Financial Controller ​/ Quản Lý Kế Hoạch Mảng Ngân Sách & Kiểm Soát Tài Chính,N/A,Lotte Center Hanoi,3 năm kinh nghiệm,,Thương lượng,"Business Planning, Corporate Finance, Financial Analysis, Vietnamese Communication, Power BI",https://www.vietnamworks.com/planning-manager-budget-management-and-financial-controller-quan-ly-ke-hoach-mang-ngan-sach-and-kiem-soat-tai-chinh-1848984-jv?source=searchResults&searchType=2&placement=1849384&sortBy=latest
Governance-Risk-Compliance Consultant,Governance-Risk-Compliance Consultant,N/A,FPT IS,Không yêu cầu năm kinh nghiệm,"Tầng 20-21-22, Keangnam Landmark, E6 Phạm Hùng, Hà Nội / Tòa nhà FPT Tân Thuận 3, Đường Sáng Tạo, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7",Thương lượng,"ISO 27001, PCI DSS, NIST",https://www.vietnamworks.com/governance-risk-compliance-consultant--1847649-jv?source=searchResults&searchType=2&placement=1848149&sortBy=latest
Lead Full Stack Developer (Technical Lead),Lead Full Stack Developer Technical Lead,N/A,CÔNG TY TNHH CIGRO VIETNAM,3 năm kinh nghiệm,"Vietnam, Ho Chi Minh City, Quan 2, Thảo Điền, Võ Nguyên Giáp, ARIZE CAMPUS",Thương lượng,"Agile Methodologies, Database Software, English Communication, Full Stack Development, HTML/CSS",https://www.vietnamworks.com/lead-full-stack-developer-technical-lead-1855351-jv?source=searchResults&searchType=2&placement=1855351&sortBy=latest
Chuyên Viên Đảm Bảo Chất Lượng (Process Quality Assurance) Upto 30M,Chuyên Viên Đảm Bảo Chất Lượng Process Quality Assurance Upto 30M,N/A,Công Ty Cổ Phần 1Office,3 năm kinh nghiệm,"Tầng 3, Tháp G2, Tòa nhà Five Star, Số 2 Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",Tới 30tr ₫/tháng,"ISO Audit, Scrum Master, Root Cause Analysis, QA Software, SaaS",https://www.vietnamworks.com/chuyen-vien-dam-bao-chat-luong-process-quality-assurance-upto-30m-1847351-jv?source=searchResults&searchType=2&placement=1847851&sortBy=latest
