Job Title,Role,Level,year_of_experiences,Company,Location,Salary Range,Required Skills,Source Platform,Year Of Experiences
Experienced Automation Tester,Experienced Automation Tester,,,Capgemini Vietnam,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Thương lượng,"Java, API Testing, Web Automation Testing, Ci/Cd Pipelines, Automation Test Script",https://www.vietnamworks.com/experienced-automation-tester--1852211-jv?source=searchResults&searchType=2&placement=1852411&sortBy=latest,4 năm kinh nghiệm
[$4000 - $5000] Software Engineering Manager (Front-End),$4000 - $5000 Software Engineering Manager Front-End,,,Navigos Search's Client,Hanoi,"$ 4,000-5,000 /tháng","Angular, Angular, Angular, Front-End, Kotlin, Swift, Swift, Typescript",https://www.vietnamworks.com/dollar4000-dollar5000-software-engineering-manager-front-end-1847734-jv?source=searchResults&searchType=2&placement=1848234&sortBy=latest,5 năm kinh nghiệm
Sharepoint Business Analyst,Sharepoint Business Analyst,,,"Rochdale Spears Co., Ltd.","207 DT 747A, Tổ 1, Khu phố Tân Lương, Phường Thạnh Phước, Thị xã Tân Uyên, Bình Dương","Từ $ 1,000 /tháng","SharePoint, business analyst, Project Management, Power BI, Power Automate",https://www.vietnamworks.com/sharepoint-business-analyst-1847113-jv?source=searchResults&searchType=2&placement=1847613&sortBy=latest,3 năm kinh nghiệm
Application Engineer,Application Engineer,,,Ascendas Systems Co. Ltd,"6th Floor, Sannam Building , 78 Duy Tan Street, Dich Von Hau Ward, Cau Giay District, Hanoi , Vietnam",Thương lượng,"MATLAB, Simulink, Python, Software Development, Engineering",https://www.vietnamworks.com/application-engineer-84--1848103-jv?source=searchResults&searchType=2&placement=1848553&sortBy=latest,3 năm kinh nghiệm
Business Assistant,Business Assistant,,,Công Ty TNHH Advantech Việt Nam Technology,"Tầng 12A, toà VTC Online, 18 Tam Trinh, Hai Bà Trưng, HN",11tr-14tr ₫/tháng,"Business Management, CRM Program Management, Data Analysis, PowerBI, PowerBI",https://www.vietnamworks.com/business-assistant-1847622-jv?source=searchResults&searchType=2&placement=1848122&sortBy=latest,2 năm kinh nghiệm
UX Designer,UX Designer,,,Techcombank,"Số 6 Quang Trung, phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành Phố Hà Nội",Thương lượng,"Agile, Software Prototyping, User Experience Development, Visual Design, Workshop Design",https://www.vietnamworks.com/ux-designer-1849433-jv?source=searchResults&searchType=2&placement=1849783&sortBy=latest,3 năm kinh nghiệm
Software Team Leader (Upto $1700),Software Team Leader Upto $1700,,,Công Ty Cổ Phần Capella Group,"Tòa nhà Samsora 105 Chu Văn An, Hà Đông, Hà Nội","Tới $ 1,700 /tháng","OOP (Object Oriented Programming), ASP.NET, C#, Entity Framework, .Net",https://www.vietnamworks.com/software-team-leader-upto-1700-1843096-jv?source=searchResults&searchType=2&placement=1843246&sortBy=latest,5 năm kinh nghiệm
Automation Software Tester (Selenium/ Java),Automation Software Tester Selenium/ Java,,,Bosch Global Software Technologies Company Limited,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Java, Selenium",https://www.vietnamworks.com/automation-software-tester-selenium-java--1848985-jv?source=searchResults&searchType=2&placement=1849385&sortBy=latest,Không yêu cầu năm kinh nghiệm
Full-Stack Test Manager - Salary Up to $3000,Full-Stack Test Manager - Salary Up to $3000,,,FPT Software,"[HCM]Lô T2, đường D1, khu Công nghệ cao, Quận 9, Tp.Hồ Chí Minh; [HN]Tòa nhà FPT, 17 Duy Tân, Cầu Giấy, Hà Nội; [DN] Tòa Nhà FPT Complex, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP Đà Nẵng","Tới $ 3,000 /tháng","Software Testing, Java, Selenium, Agile Methodologies, C#",https://www.vietnamworks.com/full-stack-test-manager-salary-up-to-3000-1850523-jv?source=searchResults&searchType=2&placement=1850823&sortBy=latest,8 năm kinh nghiệm
[Tuyển Gấp] Kỹ Sư IT (Tiếng Trung/ Anh) IT 工程師 （中文/英文）,Tuyển Gấp Kỹ Sư IT Tiếng Trung/ Anh IT 工程師 （中文/英文）,,,Công Ty TNHH Chunghwa Telecom Việt Nam,"P703, tòa nhà 3D Center, phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, Hà Nội",$ 700-900 /tháng,"IT Hardware, WAN, Firewall, Hệ Thống Mạng, Quản Trị Mạng",https://www.vietnamworks.com/tuyen-gap-ky-su-it-tieng-trung-anh-it-xiao-dael-yong-daelg--1848270-jv?source=searchResults&searchType=2&placement=1848720&sortBy=latest,1 năm kinh nghiệm
Bridge Project Manager (BPM),Bridge Project Manager BPM,,,Vitalify Asia,"224A-224B Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Tp. HCM","Tới $ 2,500 /tháng","Project Management, Japanese N2, DevOps, Kaizen",https://www.vietnamworks.com/bridge-project-manager-bpm--1848829-jv?source=searchResults&searchType=2&placement=1849229&sortBy=latest,2 năm kinh nghiệm
Chuyên Viên IT Hạ Tầng,Chuyên Viên IT Hạ Tầng,,,Công Ty Cổ Phần Tập Đoàn Thái Bình Dương,"Tầng 9 số 25 Lý Thường Kiệt, P. Phan Chu Trinh, Q. Hoàn Kiếm, Hà Nội",10tr-15tr ₫/tháng,"CCNA, Cisco, Cisco, Hệ điều hành Linux, Network, Quản Trị Mạng",https://www.vietnamworks.com/chuyen-vien-it-ha-tang--1848713-jv?source=searchResults&searchType=2&placement=1849113&sortBy=latest,1 năm kinh nghiệm
Head of IT/ CS Department _ Swinburne HCM Campus (Master Degree or Higher Required),Head of IT/ CS Department _ Swinburne HCM Campus Master Degree or Higher Required,,,Swinburne Vietnam (HCMC),"A35 Bach Dang Street, Ward 2, Tan Binh District, Ho Chi Minh City","$ 1,500-3,000 /tháng","Khoa Học Máy Tính, Giáo Dục Đào Tạo, Giảng Dạy, Công Nghệ Thông Tin, AI",https://www.vietnamworks.com/head-of-it-cs-department-swinburne-hcm-campus-master-degree-or-higher-required-1837803-jv?source=searchResults&searchType=2&placement=1838203&sortBy=latest,Không yêu cầu năm kinh nghiệm
"Kỹ Sư Dự Án (Công Nghệ Thông Tin/ Điện, Điện Tử, Viễn Thông....) / Lương Thưởng Hấp Dẫn","Kỹ Sư Dự Án Công Nghệ Thông Tin/ Điện, Điện Tử, Viễn Thông.... / Lương Thưởng Hấp Dẫn",,,Công Ty TNHH Thiết Bị Khoa Học Và Công Nghệ Việt Nhật (Vijatech),"Phòng 1225, tòa nhà CT5, KĐT Sông Đà Mỹ Đình, phường Mỹ Đình 1, quận Nam Từ Liêm, thành phố Hà Nội",Thương lượng,"Công Nghệ Thông Tin, CCNA, SQL, Điện tử viễn thông, TCP/IP",https://www.vietnamworks.com/ky-su-du-an-cong-nghe-thong-tin-dien-dien-tu-vien-thong-luong-thuong-hap-dan--1848188-jv?source=searchResults&searchType=2&placement=1848638&sortBy=latest,1 năm kinh nghiệm
"UI-UX Designer (Fresher, English)","UI-UX Designer Fresher, English",Fresher,,Hoiio Pte Ltd,"6th Floor, 40 Phạm Ngọc Thach, District 3, HCMC, Vietnam",Thương lượng,"UI/UX, English, Design, Figma, Sketch, Sketch, Sketch, Sketch, Sketch",https://www.vietnamworks.com/ui-ux-designer-fresher-english-1853262-jv?source=searchResults&searchType=2&placement=1853362&sortBy=latest,Không yêu cầu năm kinh nghiệm
Security Analyst,Security Analyst,,,Trusting Social,"Havana Tower, 132, Ham Nghi Str., Ben Thanh Ward, Dist. 1, HCMC",Thương lượng,"SIEM, Securities, Cloud Security, Bash Shell, Python",https://www.vietnamworks.com/security-analyst--1852419-jv?source=searchResults&searchType=2&placement=1852569&sortBy=latest,3 năm kinh nghiệm
Rock-Star Senior DevOps Engineer Wanted! [From $1500 | Remote],Rock-Star Senior DevOps Engineer Wanted! From $1500 | Remote,Senior,,Buddytrading,"651 N Broad St, Suite 201, Middletown 19709, New Castle, Delaware, USA","Từ $ 1,500 /tháng","DevOps, Kubernetes, Leadership, Typescript",https://www.vietnamworks.com/rock-star-senior-devops-engineer-wanted-from-dollar1500-or-remote-1855203-jv?source=searchResults&searchType=2&placement=1855203&sortBy=latest,3 năm kinh nghiệm
Web Product Owner,Web Product Owner,,,Công Ty TNHH Thời Trang Danh Giá,"Lầu 06, Saigon Trade Center, 37 Tông Đức Thằng, Q. 1, Tp. Hồ Chí Minh",Thương lượng,"Webmaster, Numerical Analysis, Web Administration, Scrum Master, CMS",https://www.vietnamworks.com/web-product-owner--1854267-jv?source=searchResults&searchType=2&placement=1854317&sortBy=latest,1 năm kinh nghiệm
Database Administrator,Database Administrator,,,VSTV - Truyền Hình Vệ Tinh K+,"Trụ sở chính: Tòa nhà Handi Resco, 521 Kim Mã, Ba Đình, Hà Nội",Thương lượng,"Information Extraction, Oracle SQL, Python Programming, Report Writing",https://www.vietnamworks.com/database-administrator-1852847-jv?source=searchResults&searchType=2&placement=1852997&sortBy=latest,2 năm kinh nghiệm
Hardware Development Engineer,Hardware Development Engineer,,,Công Ty TNHH Thiết Kế Hệ Thống Corsair,"95B-97-99 Tran Quang Dieu, Ward 13, Dist.3, HCMC",Thương lượng,"Hardware Testing, Computer Science, Testing, Manufacturing Engineering, English",https://www.vietnamworks.com/hardware-development-engineer--1760959-jv?source=searchResults&searchType=2&placement=1761059&sortBy=latest,2 năm kinh nghiệm
QA Executive,QA Executive,,,Pixelz Company Limited,"15th Floor, Detech II Building, 107 Nguyen Phong Sac, Cau Giay, Hanoi",Thương lượng,"Photoshop, QA, Công Nghệ Thông Tin, Tiếng Anh, Đảm Bảo Chất Lượng",https://www.vietnamworks.com/qa-executive--1852903-jv?source=searchResults&searchType=2&placement=1853053&sortBy=latest,1 năm kinh nghiệm
[Fresher] Nhân Viên SRE,Fresher Nhân Viên SRE,Fresher,,Công Ty CP Giải Pháp Thanh Toán Việt Nam (VNPAY),"Tầng 8, số 22, Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Thương lượng,"Ci/Cd Methodologies, Docker, Kubernetes, Docker, Docker",https://www.vietnamworks.com/fresher-nhan-vien-sre-1846958-jv?source=searchResults&searchType=2&placement=1847508&sortBy=latest,1 năm kinh nghiệm
Hot Job! Regional IT Manager,Hot Job! Regional IT Manager,,,Navigos Search's Client,Hanoi,Thương lượng,"Cybersecurity, Infrastructure Management, IT Management, IT Optimization, Network Architecture",https://www.vietnamworks.com/hot-job-regional-it-manager-1850421-jv?source=searchResults&searchType=2&placement=1850721&sortBy=latest,10 năm kinh nghiệm
Java Backend Senior Developer,Java Backend Senior Developer,Senior,,Capgemini Vietnam,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Thương lượng,"AWS, AWS, Backend, Backend, Java System, SQL",https://www.vietnamworks.com/java-backend-senior-developer-1849611-jv?source=searchResults&searchType=2&placement=1849961&sortBy=latest,4 năm kinh nghiệm
[ HO ] PWM MIS (Wealth Management),HO PWM MIS Wealth Management,,,Shinhan Bank Vietnam,"Empress Tower, 138-142 Hai Ba Trung Street, Da Kao Ward, District 1, HCMC",Thương lượng,"Analytical Skills, Detail orientation, Detail orientation, Detail orientation, Mathematics, Bachelor Of Economics/Finance, Proficient In Sql, Excel",https://www.vietnamworks.com/ho-pwm-mis-wealth-management-1852617-jv?source=searchResults&searchType=2&placement=1852767&sortBy=latest,2 năm kinh nghiệm
Chuyên Viên Lập Trình,Chuyên Viên Lập Trình,,,Trường Đại Học Ngoại Ngữ - Tin Học Thành Phố Hồ Chí Minh,"Số 828 Sư Vạn Hạnh, Phường 13, Quận 10, TP. Hồ Chí Minh",Thương lượng,"PHP, Java, JavaScript, Laravel, Agile Scrum",https://www.vietnamworks.com/chuyen-vien-lap-trinh-1849336-jv?source=searchResults&searchType=2&placement=1849686&sortBy=latest,1 năm kinh nghiệm
Technical Product Manager (English),Technical Product Manager English,,,Hoiio Pte Ltd,"6th Floor, 40 Phạm Ngọc Thach, District 3, HCMC, Vietnam","$ 1,000-1,000 /tháng","Product Management, Project Management, Telecommunications, SaaSOps, English",https://www.vietnamworks.com/technical-product-manager-english-1853273-jv?source=searchResults&searchType=2&placement=1853373&sortBy=latest,2 năm kinh nghiệm
Chuyên Viên Cao Cấp Vận Hành Ứng Dụng Công Nghệ Thông Tin,Chuyên Viên Cao Cấp Vận Hành Ứng Dụng Công Nghệ Thông Tin,,,Công Ty Cổ Phần Chứng Khoán Vndirect,"HO: Số 1 Nguyễn Thượng Hiền, Hai Bà Trưng, Hà Nội. CN.HCM:  90 Pasteur, P. Bến Nghé, Q1",Thương lượng,"IT System Administration, Công Nghệ Thông Tin, Tài Chính Ngân Hàng, Tiếng Anh",https://www.vietnamworks.com/chuyen-vien-cao-cap-van-hanh-ung-dung-cong-nghe-thong-tin--1854846-jv?source=searchResults&searchType=2&placement=1854846&sortBy=latest,4 năm kinh nghiệm
Data Analyst/Strategy Planning Specialist,Data Analyst/Strategy Planning Specialist,,,Navigos Search,HCMC,"$ 1,000-1,500 /tháng","BI Tools, Communication, Data Analysis, Excel Proficiency, Presentation Skills",https://www.vietnamworks.com/data-analyststrategy-planning-specialist-1855322-jv?source=searchResults&searchType=2&placement=1855322&sortBy=latest,3 năm kinh nghiệm
Colour Systems Developer,Colour Systems Developer,,,Coats Phong Phu,"8th Floor, Cantavil Premier Building No.1 Song Hanh Hanoi Highway, An Phu Ward, Thu Duc City, HCMC, Vietnam.",Thương lượng,".Net, DevOps, JavaScript, Mobile Application, SharePoint",https://www.vietnamworks.com/colour-systems-developer-1852416-jv?source=searchResults&searchType=2&placement=1852566&sortBy=latest,5 năm kinh nghiệm
MS D365 Customer Engagement Functional Consultant,MS D365 Customer Engagement Functional Consultant,,,Chi Nhánh Công Ty TNHH KPMG,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",Thương lượng,"Dynamics 365, CRM, Microsoft Power Platform",https://www.vietnamworks.com/ms-d365-customer-engagement-functional-consultant-1854101-jv?source=searchResults&searchType=2&placement=1854151&sortBy=latest,Không yêu cầu năm kinh nghiệm
Kỹ Sư Vận Hành Hệ Thống Bảo Mật,Kỹ Sư Vận Hành Hệ Thống Bảo Mật,,,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí","tầng 14 khu văn phòng, tòa nhà C1 Thành Công, Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",220tr-280tr ₫/năm,"Vận Hành Hệ Thống, Bảo Mật Hệ Thống, Hệ Thống Bảo Mật, Firewall, An Toàn Thông Tin",https://www.vietnamworks.com/ky-su-van-hanh-he-thong-bao-mat-1840726-jv?source=searchResults&searchType=2&placement=1840876&sortBy=latest,3 năm kinh nghiệm
Chuyên Viên Thông Tin Quản Trị Khối Tài Chính (MIS),Chuyên Viên Thông Tin Quản Trị Khối Tài Chính MIS,,,Ngân Hàng TMCP Tiên Phong (Tpbank),"Tòa nhà TPBank, 57 Lý Thường Kiệt, phường Trần Hưng Đạo",Thương lượng,"Giải Pháp Thông Tin Quản Trị, Lập Trình Ứng Dụng VBA, Microsoft Power BI, SQL",https://www.vietnamworks.com/chuyen-vien-thong-tin-quan-tri-khoi-tai-chinh-mis--1851189-jv?source=searchResults&searchType=2&placement=1851389&sortBy=latest,1 năm kinh nghiệm
Product Executive (Vietnam),Product Executive Vietnam,,,Tada Technologies,"33 Trần Não, P.Bình An, Q2, TPHCM",Thương lượng,"Project Analysis, Business Analysis, Quality Assurance, UI/UX, Presentation Skills",https://www.vietnamworks.com/product-executive-vietnam-1850847-jv?source=searchResults&searchType=2&placement=1851097&sortBy=latest,3 năm kinh nghiệm
Oracle ERP & Finance Systems Specialist,Oracle ERP & Finance Systems Specialist,,,B.Grimm Power Vietnam,"Phòng 2101, Tầng 21, Tòa nhà Lim Tower, Số 9-11 Đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","$ 1,300-1,750 /tháng","Oracle ERP, PL/SQL, System Integration, Cloud Infrastructure, Microsoft Dynamics ERP",https://www.vietnamworks.com/oracle-erp-and-finance-systems-specialist-1849265-jv?source=searchResults&searchType=2&placement=1849615&sortBy=latest,5 năm kinh nghiệm
Chuyên Viên IT (IT Support/help Desk),Chuyên Viên IT IT Support/help Desk,,,Công Ty Cổ Phần Tập Đoàn Mutosi,"Tòa nhà BeaSky, đại lộ Chu Văn An, phường Đại Kim, quận Hoàng Mai, thành phố Hà Nội",$ 600-650 /tháng,"CCNA, Cloud, LINUX, IT System Administration, IT Support",https://www.vietnamworks.com/chuyen-vien-it-it-support-help-desk--1848826-jv?source=searchResults&searchType=2&placement=1849226&sortBy=latest,2 năm kinh nghiệm
Senior Full Stack Engineer Cloud Marketplace,Senior Full Stack Engineer Cloud Marketplace,Senior,,Bosch Global Software Technologies Company Limited,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Java Spring Boot, Restful Apis, Cloud Native Applications, Frontend Frameworks, Sql And No-Sql Databases",https://www.vietnamworks.com/senior-full-stack-engineer-cloud-marketplace-1848997-jv?source=searchResults&searchType=2&placement=1849397&sortBy=latest,5 năm kinh nghiệm
Frontend,Frontend,,,CLEVERRADS COMPANY LIMITED,"245 Sukhumvit, Bang Chak district, Phra Khanong District, Bangkok, Thailand.","$ 2,200-2,200 /tháng","CSS, HTML, JavaScript, React, Front End",https://www.vietnamworks.com/frontend-1851710-jv?source=searchResults&searchType=2&placement=1851910&sortBy=latest,5 năm kinh nghiệm
Senior Business Project Management Officer,Senior Business Project Management Officer,Senior,,Trusting Social,"Havana Tower, 132, Ham Nghi Str., Ben Thanh Ward, Dist. 1, HCMC",Thương lượng,"Project Management, Business Strategy",https://www.vietnamworks.com/senior-business-project-management-officer-1837978-jv?source=searchResults&searchType=2&placement=1838378&sortBy=latest,6 năm kinh nghiệm
Lập Trình Viên .NET,Lập Trình Viên .NET,,,Tổng Công Ty Bảo Hiểm BIDV (BIC),"Tầng 11 – Tòa nhà 263 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội.","$ 800-1,500 /tháng","C#, .NET, SQL, Java, Oracle",https://www.vietnamworks.com/lap-trinh-vien-net--1855610-jv?source=searchResults&searchType=2&placement=1855610&sortBy=latest,1 năm kinh nghiệm
